state_order,state_mm,remaining_passes,rpra_action_mm,rpra_immediate_deflection_um,rpra_successor_mm,rpra_discrete_class,rpra_selected_continuous_status,rpra_selected_continuous_detail,online_decision_status,online_action_mm,online_immediate_deflection_um,online_successor_mm,online_discrete_class,online_selected_continuous_status,exact_action_agreement,signed_action_delta_um_online_minus_rpra,absolute_action_difference_um,immediate_deflection_delta_um_rpra_minus_online,disagreement_classification,rpra_local_candidate_count,rpra_preserving_candidate_count,online_local_candidate_count,online_continuous_solve_calls,online_downstream_pass_count_evaluated,online_downstream_fail_count_evaluated,online_downstream_unresolved_count_evaluated
213,4.393,3,0.456,64.62242050797275,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.456,64.62242050797275,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,214,118,214,97,1,96,0
214,4.394,3,0.457,64.79603179159405,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.457,64.79603179159405,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,215,118,215,98,1,97,0
215,4.395,3,0.458,64.96974187545112,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.458,64.96974187545112,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,216,118,216,99,1,98,0
216,4.396,3,0.459,65.14355062302187,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.459,65.14355062302187,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,217,118,217,100,1,99,0
217,4.397,3,0.46,65.31745789821242,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.46,65.31745789821242,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,218,118,218,101,1,100,0
218,4.398,3,0.461,65.49146356535569,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.461,65.49146356535569,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,219,118,219,102,1,101,0
219,4.399,3,0.462,65.6655674892083,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.462,65.6655674892083,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,220,118,220,103,1,102,0
220,4.4,3,0.463,65.83976953494917,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.463,65.83976953494917,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,221,118,221,104,1,103,0
221,4.401,3,0.464,66.01406956817586,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.464,66.01406956817586,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,222,118,222,105,1,104,0
222,4.402,3,0.465,66.18846745490411,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.465,66.18846745490411,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,223,118,223,106,1,105,0
223,4.403,3,0.466,66.36296306156447,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.466,66.36296306156447,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,224,118,224,107,1,106,0
224,4.404,3,0.467,66.53755625500033,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.467,66.53755625500033,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,225,118,225,108,1,107,0
225,4.405,3,0.468,66.71224690246572,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.468,66.71224690246572,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,226,118,226,109,1,108,0
226,4.406,3,0.469,66.8870348716235,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.469,66.8870348716235,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,227,118,227,110,1,109,0
227,4.407,3,0.47,67.06192003054181,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.47,67.06192003054181,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,228,118,228,111,1,110,0
228,4.408,3,0.471,67.2369022476942,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.471,67.2369022476942,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,229,118,229,112,1,111,0
229,4.409,3,0.472,67.41198139195559,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.472,67.41198139195559,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,230,118,230,113,1,112,0
230,4.41,3,0.473,67.58715733260098,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.473,67.58715733260098,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,231,118,231,114,1,113,0
231,4.411,3,0.474,67.76242993930329,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.474,67.76242993930329,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,232,118,232,115,1,114,0
232,4.412,3,0.475,67.93779908213101,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.475,67.93779908213101,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,233,118,233,116,1,115,0
233,4.413,3,0.476,68.11326463154663,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.476,68.11326463154663,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,234,118,234,117,1,116,0
234,4.414,3,0.477,68.28882645840352,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.477,68.28882645840352,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,235,118,235,118,1,117,0
235,4.415,3,0.478,68.46448443394532,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.478,68.46448443394532,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,236,118,236,119,1,118,0
236,4.416,3,0.479,68.64023842980316,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.479,68.64023842980316,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,237,118,237,120,1,119,0
237,4.417,3,0.48,68.81608831799328,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.48,68.81608831799328,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,238,118,238,121,1,120,0
238,4.418,3,0.481,68.99203397091617,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.481,68.99203397091617,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,239,118,239,122,1,121,0
239,4.419,3,0.482,69.16807526135294,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.482,69.16807526135294,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,240,118,240,123,1,122,0
240,4.42,3,0.483,69.34421206246495,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.483,69.34421206246495,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,241,118,241,124,1,123,0
241,4.421,3,0.484,69.52044424779127,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.484,69.52044424779127,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,242,118,242,125,1,124,0
242,4.422,3,0.485,69.69677169124638,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.485,69.69677169124638,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,243,118,243,126,1,125,0
243,4.423,3,0.486,69.87319426711854,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.486,69.87319426711854,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,244,118,244,127,1,126,0
244,4.424,3,0.487,70.04971185006823,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.487,70.04971185006823,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,245,118,245,128,1,127,0
245,4.425,3,0.488,70.22632431512572,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.488,70.22632431512572,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,245,117,245,129,1,128,0
246,4.426,3,0.489,70.40303153768883,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.489,70.40303153768883,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,245,116,245,130,1,129,0
247,4.427,3,0.49,70.57983339352239,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.49,70.57983339352239,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,245,115,245,131,1,130,0
248,4.428,3,0.491,70.75672975875528,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.491,70.75672975875528,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,246,115,246,132,1,131,0
249,4.429,3,0.492,70.93372050987885,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.492,70.93372050987885,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,246,114,246,133,1,132,0
250,4.43,3,0.493,71.11080552374565,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.493,71.11080552374565,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,246,113,246,134,1,133,0
251,4.431,3,0.494,71.28798467756593,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.494,71.28798467756593,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,247,113,247,135,1,134,0
252,4.432,3,0.495,71.46525784890817,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.495,71.46525784890817,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,247,112,247,136,1,135,0
253,4.433,3,0.496,71.64262491569566,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.496,71.64262491569566,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,247,111,247,137,1,136,0
254,4.434,3,0.497,71.82008575620523,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.497,71.82008575620523,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,247,110,247,138,1,137,0
255,4.435,3,0.498,71.9976402490655,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.498,71.9976402490655,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,248,110,248,139,1,138,0
256,4.436,3,0.499,72.17528827325498,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.499,72.17528827325498,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,248,109,248,140,1,139,0
257,4.437,3,0.5,72.35302970810072,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.5,72.35302970810072,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,248,108,248,141,1,140,0
258,4.438,3,0.501,72.53086443327551,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.501,72.53086443327551,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,248,107,248,142,1,141,0
259,4.439,3,0.502,72.70879232879778,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.502,72.70879232879778,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,249,107,249,143,1,142,0
260,4.44,3,0.503,72.88681327502869,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.503,72.88681327502869,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,249,106,249,144,1,143,0
261,4.441,3,0.504,73.06492715267073,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.504,73.06492715267073,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,249,105,249,145,1,144,0
262,4.442,3,0.505,73.24313384276653,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.505,73.24313384276653,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,250,105,250,146,1,145,0
263,4.443,3,0.506,73.42143322669587,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.506,73.42143322669587,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,250,104,250,147,1,146,0
264,4.444,3,0.507,73.59982518617569,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.507,73.59982518617569,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,250,103,250,148,1,147,0
265,4.445,3,0.508,73.77830960325744,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.508,73.77830960325744,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,250,102,250,149,1,148,0
266,4.446,3,0.509,73.95688636032565,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.509,73.95688636032565,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,251,102,251,150,1,149,0
267,4.447,3,0.51,74.13555534009637,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.51,74.13555534009637,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,251,101,251,151,1,150,0
268,4.448,3,0.511,74.31431642561535,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.511,74.31431642561535,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,251,100,251,152,1,151,0
269,4.449,3,0.512,74.49316950025707,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.512,74.49316950025707,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,252,100,252,153,1,152,0
270,4.45,3,0.513,74.67211444772173,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.513,74.67211444772173,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,252,99,252,154,1,153,0
271,4.451,3,0.514,74.85115115203553,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.514,74.85115115203553,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,252,98,252,155,1,154,0
272,4.452,3,0.515,75.03027949754768,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.515,75.03027949754768,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,252,97,252,156,1,155,0
273,4.453,3,0.516,75.20949936892963,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.516,75.20949936892963,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,253,97,253,157,1,156,0
274,4.454,3,0.517,75.38881065117336,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.517,75.38881065117336,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,253,96,253,158,1,157,0
275,4.455,3,0.518,75.56821322958875,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.518,75.56821322958875,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,253,95,253,159,1,158,0
276,4.456,3,0.519,75.74770698980423,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.519,75.74770698980423,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,253,94,253,160,1,159,0
277,4.457,3,0.52,75.92729181776332,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.52,75.92729181776332,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,254,94,254,161,1,160,0
278,4.458,3,0.521,76.10696759972423,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.521,76.10696759972423,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,254,93,254,162,1,161,0
279,4.459,3,0.522,76.28673422225766,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.522,76.28673422225766,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,254,92,254,163,1,162,0
280,4.46,3,0.523,76.4665915722459,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.523,76.4665915722459,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,255,92,255,164,1,163,0
281,4.461,3,0.524,76.64653953688114,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.524,76.64653953688114,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,255,91,255,165,1,164,0
282,4.462,3,0.525,76.8265780036633,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.525,76.8265780036633,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,255,90,255,166,1,165,0
283,4.463,3,0.526,77.0067068604,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.526,77.0067068604,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,255,89,255,167,1,166,0
284,4.464,3,0.527,77.18692599520384,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.527,77.18692599520384,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,256,89,256,168,1,167,0
285,4.465,3,0.528,77.36723529649178,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.528,77.36723529649178,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,256,88,256,169,1,168,0
286,4.466,3,0.529,77.54763465298348,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.529,77.54763465298348,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,256,87,256,170,1,169,0
287,4.467,3,0.53,77.72812395369895,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.53,77.72812395369895,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,257,87,257,171,1,170,0
288,4.468,3,0.531,77.90870308795876,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.531,77.90870308795876,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,257,86,257,172,1,171,0
289,4.469,3,0.532,78.0893719453818,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.532,78.0893719453818,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,257,85,257,173,1,172,0
290,4.47,3,0.533,78.27013041588366,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.533,78.27013041588366,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,257,84,257,174,1,173,0
291,4.471,3,0.534,78.45097838967553,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.534,78.45097838967553,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,258,84,258,175,1,174,0
292,4.472,3,0.535,78.63191575726316,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.535,78.63191575726316,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,258,83,258,176,1,175,0
293,4.473,3,0.536,78.81294240944503,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.536,78.81294240944503,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,258,82,258,177,1,176,0
294,4.474,3,0.537,78.99405823731051,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.537,78.99405823731051,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,259,82,259,178,1,177,0
295,4.475,3,0.538,79.17526313223993,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.538,79.17526313223993,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,259,81,259,179,1,178,0
296,4.476,3,0.539,79.35655698590197,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.539,79.35655698590197,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,259,80,259,180,1,179,0
297,4.477,3,0.54,79.53793969025295,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.54,79.53793969025295,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,259,79,259,181,1,180,0
298,4.478,3,0.541,79.7194111375357,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.541,79.7194111375357,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,260,79,260,182,1,181,0
299,4.479,3,0.542,79.90097122027703,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.542,79.90097122027703,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,260,78,260,183,1,182,0
300,4.48,3,0.543,80.08261983128789,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.543,80.08261983128789,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,260,77,260,184,1,183,0
301,4.481,3,0.544,80.26435686366148,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.544,80.26435686366148,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,260,76,260,185,1,184,0
302,4.482,3,0.545,80.44618221077182,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.545,80.44618221077182,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,261,76,261,186,1,185,0
303,4.483,3,0.546,80.62809576627257,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.546,80.62809576627257,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,261,75,261,187,1,186,0
304,4.484,3,0.547,80.81009742409596,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.547,80.81009742409596,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,261,74,261,188,1,187,0
305,4.485,3,0.548,80.99218707845156,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.548,80.99218707845156,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,262,74,262,189,1,188,0
306,4.486,3,0.549,81.17436462382389,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.549,81.17436462382389,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,262,73,262,190,1,189,0
307,4.487,3,0.55,81.35662995497309,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.55,81.35662995497309,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,262,72,262,191,1,190,0
308,4.488,3,0.551,81.53898296693227,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.551,81.53898296693227,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,262,71,262,192,1,191,0
309,4.489,3,0.552,81.72142355500691,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.552,81.72142355500691,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,263,71,263,193,1,192,0
310,4.49,3,0.553,81.90395161477353,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.553,81.90395161477353,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,263,70,263,194,1,193,0
311,4.491,3,0.554,82.08656704207768,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.554,82.08656704207768,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,263,69,263,195,1,194,0
312,4.492,3,0.555,82.2692697330342,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.555,82.2692697330342,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,264,69,264,196,1,195,0
313,4.493,3,0.556,82.4520595840249,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.556,82.4520595840249,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,264,68,264,197,1,196,0
314,4.494,3,0.557,82.63493649169801,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.557,82.63493649169801,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,264,67,264,198,1,197,0
315,4.495,3,0.558,82.81790035296616,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.558,82.81790035296616,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,264,66,264,199,1,198,0
316,4.496,3,0.559,83.00095106500629,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.559,83.00095106500629,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,265,66,265,200,1,199,0
317,4.497,3,0.56,83.18408852525788,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.56,83.18408852525788,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,265,65,265,201,1,200,0
318,4.498,3,0.561,83.36731263142123,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.561,83.36731263142123,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,265,64,265,202,1,201,0
319,4.499,3,0.562,83.55062328145755,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.562,83.55062328145755,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,266,64,266,203,1,202,0
320,4.5,3,0.563,83.73402037358707,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.563,83.73402037358707,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,266,63,266,204,1,203,0
